,Date/Time,AIR LOOP DEMAND SIDE INLET 1:System Node Temperature [C](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly),AIR LOOP DEMAND SIDE INLET 1:System Node Current Density Volume Flow Rate [m3/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Temperature [C](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Mass Flow Rate [kg/s](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),AIR LOOP SUPPLY SIDE OUTLET 1:System Node Standard Density Volume Flow Rate [m3/s](Hourly)
27, 01/02  04:00:00,12.319465061432648,18.9442075938461,0.0041050282648867,15.870976895310683,15.68218602805659,12.319465061432648,18.9442075938461,0.0041050282648867,15.870976895310683
28, 01/02  05:00:00,12.313180642843538,18.9442075938461,0.004171189458221,15.870976895310683,15.699255892576986,12.313180642843538,18.9442075938461,0.004171189458221,15.870976895310683
29, 01/02  06:00:00,12.163310386781944,18.9442075938461,0.0041666844161244,15.870976895310683,15.694842415033126,12.163310386781944,18.9442075938461,0.0041666844161244,15.870976895310683
30, 01/02  07:00:00,12.216004183956532,18.9442075938461,0.0040969400818025,15.870976895310683,15.695992349442378,12.216004183956532,18.9442075938461,0.0040969400818025,15.870976895310683
31, 01/02  08:00:00,12.59565546647323,18.9442075938461,0.0040734096943203,15.870976895310683,15.704445548514668,12.59565546647323,18.9442075938461,0.0040734096943203,15.870976895310683
32, 01/02  09:00:00,13.94956987958594,18.9442075938461,0.0041617549503114,15.870976895310688,15.77712406232863,13.94956987958594,18.9442075938461,0.0041617549503114,15.870976895310688
33, 01/02  10:00:00,14.565573068318,18.9442075938461,0.0042375133159432,15.870976895310683,15.800987545877586,14.565573068318,18.9442075938461,0.0042375133159432,15.870976895310683
34, 01/02  11:00:00,14.967454992231623,18.9442075938461,0.0043351047853995,15.870976895310683,15.82155699441924,14.967454992231623,18.9442075938461,0.0043351047853995,15.870976895310683
35, 01/02  12:00:00,14.525993442695452,18.9442075938461,0.0042337656945153,15.870976895310688,15.794759732648542,14.525993442695452,18.9442075938461,0.0042337656945153,15.870976895310688
36, 01/02  13:00:00,14.51967984519982,18.9442075938461,0.0040162215324152,15.870976895310688,15.78892479979012,14.51967984519982,18.9442075938461,0.0040162215324152,15.870976895310688
37, 01/02  14:00:00,14.641984582808444,18.9442075938461,0.0037509765016806,15.870976895310683,15.77707705709668,14.641984582808444,18.9442075938461,0.0037509765016806,15.870976895310683
38, 01/02  15:00:00,14.81529749271336,18.9442075938461,0.0033361033003489,15.870976895310683,15.760315812086857,14.81529749271336,18.9442075938461,0.0033361033003489,15.870976895310683
39, 01/02  16:00:00,14.79256844094453,18.9442075938461,0.0030900307226928,15.870976895310683,15.72532190078904,14.79256844094453,18.9442075938461,0.0030900307226928,15.870976895310683
40, 01/02  17:00:00,14.645367163637491,18.9442075938461,0.0028404290647701,15.870976895310683,15.703153298861936,14.645367163637491,18.9442075938461,0.0028404290647701,15.870976895310683
41, 01/02  18:00:00,13.901139274640885,18.9442075938461,0.0025939833990248,15.870976895310688,15.644651135587342,13.901139274640885,18.9442075938461,0.0025939833990248,15.870976895310688
42, 01/02  19:00:00,13.46199899083112,18.9442075938461,0.0024121290920944,15.870976895310683,15.60059320500542,13.46199899083112,18.9442075938461,0.0024121290920944,15.870976895310683
43, 01/02  20:00:00,13.015551989557023,18.9442075938461,0.0022305516170262,15.870976895310683,15.556249358839764,13.015551989557023,18.9442075938461,0.0022305516170262,15.870976895310683
44, 01/02  21:00:00,12.45820472796568,18.9442075938461,0.0021179663547894,15.870976895310683,15.507701856047603,12.45820472796568,18.9442075938461,0.0021179663547894,15.870976895310683
